LocationName,Latitude,Longitude,Context,Sentiment,Confidence,Literature
Denali Park,63.65460410000001,-148.8339521,"”It was a two-hour drive from Fairbanks to the edge of Denali Park. The more they talked, the less Alex struck Gallien as a nutcase.",neutral,92.7%,Into the Wild
Fairbanks,64.8400511,-147.7199756,A hundred miles out of Fairbanks the highway begins to climb into the foothills of the Alaska Range.,neutral,100.0%,Into the Wild
the Alaska Range,63.069444,-151.007222,A hundred miles out of Fairbanks the highway begins to climb into the foothills of the Alaska Range.,neutral,100.0%,Into the Wild
the Nenana River,64.56472219999999,-149.105,"As the truck lurched over a bridge across the Nenana River, Alex looked down at the swift current and remarked that he was afraid of the water.",neutral,93.3%,Into the Wild
Mexico,,,"“A year ago down in Mexico,” he told Gallien, “I was out on the ocean in a canoe, and I almost drowned when a storm came up.",neutral,86.4%,Into the Wild
Healy,,,little later Alex pulled out his crude map and pointed to a dashed red line that intersected the road near the coal-mining town of Healy.,neutral,86.1%,Into the Wild
Alaska,63.588753,-154.4930619,"Seldom traveled, it isn’t even marked on most road maps of Alaska. On Alex’s map, nevertheless, the broken line meandered west from the Parks Highway for forty miles or so before petering out in the middle of trackless wilderness north of Mt. McKinley.",neutral,93.1%,Into the Wild
Mt. McKinley,63.06916889999999,-151.0069842,"On Alex’s map, nevertheless, the broken line meandered west from the Parks Highway for forty miles or so before petering out in the middle of trackless wilderness north of Mt. McKinley.",neutral,90.6%,Into the Wild
Anchorage,61.2175758,-149.8996785,"”Gallien offered to drive Alex all the way to Anchorage, buy him some decent gear, and then drive him back to wherever he wanted to go.",neutral,100.0%,Into the Wild
Fairbanks,64.8400511,-147.7199756,"hours out of Fairbanks, Gallien turned off the highway and steered his beat-up 4x4 down a snow-packed side road.",neutral,100.0%,Into the Wild
North America,,,The icy summits of the highest mountain range in North America gleamed on the southwestern horizon.,neutral,100.0%,Into the Wild
Anchorage,61.2175758,-149.8996785,"turned the truck around, made his way back to the Parks Highway, and continued toward Anchorage.",neutral,100.0%,Into the Wild
Healy,,,"A few miles down the road he came to the small community of Healy, where the Alaska State Troopers maintain a post.",neutral,100.0%,Into the Wild
Northland Wild,,,"It was the Wild, the savage, frozen-hearted Northland Wild. JACK LONDON, WHITE FANGOn the northern margin of the Alaska Range, just before the hulking ramparts of Mt. McKinley and its satellites surrender to the low Kantishna plain, a series of lesser ridges, known as the Outer Range, sprawls across the flats like a rumpled blanket on an unmade bed.",neutral,87.7%,Into the Wild
the Alaska Range,63.069444,-151.007222,"JACK LONDON, WHITE FANGOn the northern margin of the Alaska Range, just before the hulking ramparts of Mt. McKinley and its satellites surrender to the low Kantishna plain, a series of lesser ridges, known as the Outer Range, sprawls across the flats like a rumpled blanket on an unmade bed.",neutral,90.9%,Into the Wild
Mt. McKinley,63.06916889999999,-151.0069842,"JACK LONDON, WHITE FANGOn the northern margin of the Alaska Range, just before the hulking ramparts of Mt. McKinley and its satellites surrender to the low Kantishna plain, a series of lesser ridges, known as the Outer Range, sprawls across the flats like a rumpled blanket on an unmade bed.",neutral,90.9%,Into the Wild
Kantishna,63.5252778,-150.9580556,"JACK LONDON, WHITE FANGOn the northern margin of the Alaska Range, just before the hulking ramparts of Mt. McKinley and its satellites surrender to the low Kantishna plain, a series of lesser ridges, known as the Outer Range, sprawls across the flats like a rumpled blanket on an unmade bed.",neutral,90.9%,Into the Wild
the Outer Range,,,"JACK LONDON, WHITE FANGOn the northern margin of the Alaska Range, just before the hulking ramparts of Mt. McKinley and its satellites surrender to the low Kantishna plain, a series of lesser ridges, known as the Outer Range, sprawls across the flats like a rumpled blanket on an unmade bed.",neutral,90.9%,Into the Wild
the Outer Range,,,"Between the flinty crests of the two outermost escarpments of the Outer Range runs an east-west trough, maybe five miles across, carpeted in a boggy amalgam of muskeg, alder thickets, and veins of scrawny spruce.",neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,"The trail was blazed in the 1930s by a legendary Alaska miner named Earl Pilgrim; it led to antimony claims he’d staked on Stampede Creek, above the Clearwater Fork of the Toklat River.",neutral,91.7%,Into the Wild
Stampede Creek,,,"The trail was blazed in the 1930s by a legendary Alaska miner named Earl Pilgrim; it led to antimony claims he’d staked on Stampede Creek, above the Clearwater Fork of the Toklat River.",neutral,91.7%,Into the Wild
the Clearwater Fork,,,"The trail was blazed in the 1930s by a legendary Alaska miner named Earl Pilgrim; it led to antimony claims he’d staked on Stampede Creek, above the Clearwater Fork of the Toklat River.",neutral,91.7%,Into the Wild
the Toklat River,64.4541667,-150.3119443,"The trail was blazed in the 1930s by a legendary Alaska miner named Earl Pilgrim; it led to antimony claims he’d staked on Stampede Creek, above the Clearwater Fork of the Toklat River.",neutral,91.7%,Into the Wild
Fairbanks,64.8400511,-147.7199756,"In 1961, a Fairbanks company, Yutan Construction, won a contract from the new state of Alaska (statehood having been granted just two years earlier) to upgrade the trail, building it into a road on which trucks could haul ore from the mine year-round.",neutral,87.0%,Into the Wild
Alaska,63.588753,-154.4930619,"In 1961, a Fairbanks company, Yutan Construction, won a contract from the new state of Alaska (statehood having been granted just two years earlier) to upgrade the trail, building it into a road on which trucks could haul ore from the mine year-round.",neutral,87.0%,Into the Wild
Healy,,,"A vintage International Harvester from the 1940s, the derelict vehicle is located twenty-five miles west of Healy as the raven flies, rusting incongruously in the fireweed beside the Stampede Trail, just beyond the boundary of Denali National Park.",neutral,92.8%,Into the Wild
Denali National Park,63.2827613,-150.7893981,"A vintage International Harvester from the 1940s, the derelict vehicle is located twenty-five miles west of Healy as the raven flies, rusting incongruously in the fireweed beside the Stampede Trail, just beyond the boundary of Denali National Park.",neutral,92.8%,Into the Wild
Denali National Park,63.2827613,-150.7893981,"In 1980, Denali National Park was expanded to include the Kantishna Hills and the northernmost cordillera of the Outer Range, but a parcel of low terrain within the new park acreage was omitted: a long arm of land known as the Wolf Townships, which encompasses the first half of the Stampede Trail.",neutral,88.3%,Into the Wild
the Kantishna Hills,63.7244444,-150.575,"In 1980, Denali National Park was expanded to include the Kantishna Hills and the northernmost cordillera of the Outer Range, but a parcel of low terrain within the new park acreage was omitted: a long arm of land known as the Wolf Townships, which encompasses the first half of the Stampede Trail.",neutral,88.3%,Into the Wild
the Outer Range,,,"In 1980, Denali National Park was expanded to include the Kantishna Hills and the northernmost cordillera of the Outer Range, but a parcel of low terrain within the new park acreage was omitted: a long arm of land known as the Wolf Townships, which encompasses the first half of the Stampede Trail.",neutral,88.3%,Into the Wild
the Wolf Townships,41.2577849,-76.7221082,"In 1980, Denali National Park was expanded to include the Kantishna Hills and the northernmost cordillera of the Outer Range, but a parcel of low terrain within the new park acreage was omitted: a long arm of land known as the Wolf Townships, which encompasses the first half of the Stampede Trail.",neutral,88.3%,Into the Wild
the Sushana River,64.03049769203305,-149.9138193835182,", a handful of hunters typically pays a visit to the old bus, which sits beside the Sushana River at the westernmost end of the nonpark tract, within two miles of the park boundary.",neutral,100.0%,Into the Wild
Anchorage,61.2175758,-149.8996785,"Ken Thompson, the owner of an Anchorage auto-body shop, Gordon Samel, his employee, and their friend Ferdie Swanson, a construction worker, set out for the bus on September 6, 1992, stalking moose.",neutral,90.4%,Into the Wild
the Teklanika River,64.4708333,-149.3172222,"About ten miles past the end of the improved road the Stampede Trail crosses the Teklanika River, a fast, icy stream whose waters are opaque with glacial till.",neutral,80.9%,Into the Wild
Teklanika,64.4708333,-149.3172222,"The trail comes down to the riverbank just upstream from a narrow gorge, through which the Teklanika surges in a boil of white water.",neutral,100.0%,Into the Wild
Teklanika,64.4708333,-149.3172222,"Upon arriving at the Teklanika, they scouted the banks until they located a wide, braided section with relatively shallow channels, and then they steered headlong into the flood.",neutral,100.0%,Into the Wild
Anchorage,61.2175758,-149.8996785,"When they got there, according to Thompson, they found “a guy and a girl from Anchorage standing fifty feet away, looking kinda spooked.”Neither of them",neutral,100.0%,Into the Wild
Anchorage,61.2175758,-149.8996785,"AUGUST?The Anchorage couple had been too upset by the implication of the note and the overpowering odor of decay to examine the bus’s interior, so Samel steeled himself to take a look.",neutral,84.5%,Into the Wild
Anchorage,61.2175758,-149.8996785,"There wasn’t room on his or Thompson’s small machine to haul the dead person out, however, nor was there space on the Anchorage couple’s ATV.",neutral,84.8%,Into the Wild
Healy,,,"A short while later a sixth person appeared on the scene, a hunter from Healy named Butch Killian.",neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,"Because Killian was driving an Argo—a large amphibious eight-wheeled ATV—Samel suggested that Killian evacuate the remains, but Killian declined, insisting it was a task more properly left to the Alaska State Troopers.",neutral,100.0%,Into the Wild
Healy,,,"When he couldn’t raise anybody from where he was, he started driving back toward the highway; five miles down the trail, just before dark, he managed to make contact with the radio operator at the Healy power plant.",neutral,100.0%,Into the Wild
Anchorage,61.2175758,-149.8996785,"The body was taken to Anchorage, where an autopsy was performed at the Scientific Crime Detection Laboratory.",neutral,82.1%,Into the Wild
South Dakota,43.9695148,-99.9018131,"WALLACE STEGNER, THE AMERICAN WEST AS LIVING SPACECarthage, South Dakota, population 274, is a sleepy little cluster of clapboard houses, tidy yards, and weathered brick storefronts rising humbly from the immensity of the northern plains, set adrift in time.",neutral,100.0%,Into the Wild
Alaska,63.588753,-154.4930619,It’s been nearly two months now since the body of Chris McCandless turned up in Alaska.,neutral,100.0%,Into the Wild
Carthage,,,"”Westerberg, a hyperkinetic man with thick shoulders and a black goatee, owns a grain elevator in Carthage and another one a few miles out of town but spends every summer running a custom combine crew that follows the harvest from Texas north to the Canadian border.",neutral,100.0%,Into the Wild
Texas,31.9685988,-99.9018131,"”Westerberg, a hyperkinetic man with thick shoulders and a black goatee, owns a grain elevator in Carthage and another one a few miles out of town but spends every summer running a custom combine crew that follows the harvest from Texas north to the Canadian border.",neutral,100.0%,Into the Wild
Montana,46.8796822,-110.3625658,"In the fall of 1990, he was wrapping up the season in north-central Montana, cutting barley for Coors and Anheuser-Busch.",neutral,92.7%,Into the Wild
Cut Bank,,,"On the afternoon of September 10, driving out of Cut Bank after buying some parts for a malfunctioning combine, he pulled over for a hitchhiker, an amiable kid who said his name was Alex McCandless.",neutral,93.8%,Into the Wild
Ethridge,39.5525409,-89.3132976,"Ten minutes after picking up McCandless, Westerberg stopped in the town of Ethridge to deliver a package to a friend.",neutral,75.8%,Into the Wild
Saco Hot Springs,48.4571957,-107.3420829,"McCandless had told Westerberg that his destination was Saco Hot Springs, 240 miles to the east on U.S. Highway 2, a place he’d heard about from some “rubber tramps” (i.e., vagabonds who owned a vehicle; as distinguished from “leather tramps,” who lacked personal transportation and were thus forced to hitchhike or walk).",neutral,94.2%,Into the Wild
Sunburst,38.5638411,-76.0641654,"Westerberg had replied that he could take McCandless only ten miles down the road, at which point he would be turning north toward Sunburst, where he kept a trailer near the fields he was cutting.",neutral,95.7%,Into the Wild
Carthage,,,"Before McCandless and Westerberg went their separate ways, Westerberg told the young man to look him up in Carthage if he ever needed a job.",neutral,100.0%,Into the Wild
Carthage,,,", he found a surrogate family in Westerberg and his employees, most of whom lived in Westerberg’s Carthage home.",neutral,100.0%,Into the Wild
Carthage,,,"McCandless quickly became enamored of Carthage. He liked the community’s stasis, its plebeian virtues and unassuming mien.",neutral,73.9%,Into the Wild
Carthage,,,"Westerberg, in his mid-thirties, was brought to Carthage as a young boy by adoptive parents.",neutral,100.0%,Into the Wild
Carthage,,,"Contrite, he copped a plea to a single felony count and on October 10, 1990, some two weeks after McCandless arrived in Carthage, began serving a four-month sentence in Sioux Falls.",neutral,84.4%,Into the Wild
Sioux Falls,43.5460223,-96.731265,"Contrite, he copped a plea to a single felony count and on October 10, 1990, some two weeks after McCandless arrived in Carthage, began serving a four-month sentence in Sioux Falls.",neutral,84.4%,Into the Wild
West,,,"And McCandless stayed in touch with Westerberg as he roamed the West, calling or writing Carthage every month or two.",neutral,100.0%,Into the Wild
Carthage,,,"And McCandless stayed in touch with Westerberg as he roamed the West, calling or writing Carthage every month or two.",neutral,100.0%,Into the Wild
South Dakota,43.9695148,-99.9018131,He had all his mail forwarded to Westerberg’s address and told almost everyone he met thereafter that South Dakota was his home.,neutral,100.0%,Into the Wild
Annandale,38.8303905,-77.1963703,"In truth McCandless had been raised in the comfortable upper-middle-class environs of Annandale, Virginia. His father, Walt, is an eminent aerospace engineer who designed advanced radar systems for the space shuttle and other high-profile projects while in the employ of NASA and Hughes Aircraft in the 1960s and 70s.",neutral,85.8%,Into the Wild
Virginia,37.4315734,-78.6568942,"In truth McCandless had been raised in the comfortable upper-middle-class environs of Annandale, Virginia. His father, Walt, is an eminent aerospace engineer who designed advanced radar systems for the space shuttle and other high-profile projects while in the employ of NASA and Hughes Aircraft in the 1960s and 70s.",neutral,85.8%,Into the Wild
Atlanta,33.7501275,-84.3885209,"In May 1990, Chris graduated from Emory University in Atlanta, where he’d been a columnist for, and editor of, the student newspaper, The Emory Wheel, and had distinguished himself as a history and anthropology major with a 3.72 grade-point average.",neutral,100.0%,Into the Wild
Atlanta,33.7501275,-84.3885209,"What Walt, Billie, and Carine didn’t know when they flew down to Atlanta to attend Chris’s commencement—what nobody knew—was that he would shortly donate all the money in his college fund to OXFAM America, a charity dedicated to fighting hunger.",neutral,77.3%,Into the Wild
Miami,25.7616798,-80.1917902,"I’ve told them a million times that I have the best car in the world, a car that has spanned the continent from Miami to Alaska, a car that has in all those thousands of miles not given me a single problem, a car that I will never trade in, a car that I am very strongly attached to—yet they ignore what I say and think I’d actually accept a new car from them!",neutral,79.8%,Into the Wild
Alaska,63.588753,-154.4930619,"I’ve told them a million times that I have the best car in the world, a car that has spanned the continent from Miami to Alaska, a car that has in all those thousands of miles not given me a single problem, a car that I will never trade in, a car that I am very strongly attached to—yet they ignore what I say and think I’d actually accept a new car from them!",neutral,79.8%,Into the Wild
Annandale,38.8303905,-77.1963703,"Chris smiled and sort of nodded, a response that Walt and Billie took as an affirmation that he would visit them in Annandale before the summer was out, and then they said their good-byes.",neutral,90.1%,Into the Wild
Atlanta,33.7501275,-84.3885209,"Toward the end of June, Chris, still in Atlanta, mailed his parents a copy of his final grade report: A in Apartheid and South African Society and History of Anthropological Thought; A minus in Contemporary African Politics and the Food Crisis in Africa.",neutral,90.5%,Into the Wild
Paris,,,"Thankyou for the pictures, the shaving gear, and the postcard from Paris. It seems that you really enjoyed your trip there.",neutral,84.8%,Into the Wild
Atlanta,33.7501275,-84.3885209,"During that final year in Atlanta, Chris had lived off campus in a monkish room furnished with little more than a thin mattress on the floor, milk crates, and a table.",neutral,100.0%,Into the Wild
Atlanta,33.7501275,-84.3885209,"By the beginning of August 1990, Chris’s parents had heard nothing from their son since they’d received his grades in the mail, so they decided to drive down to Atlanta for a visit.",neutral,100.0%,Into the Wild
Atlanta,33.7501275,-84.3885209,"Driving west out of Atlanta, he intended to invent an utterlynew life for himself, one in which he would be free to wallow in unfiltered experience.",neutral,88.3%,Into the Wild
the Mojave Desert,35.01099110000001,-115.4733551,"PAUL SHEPARD, MAN IN THE LANDSCAPE: A HISTORIC VIEW OF THE ESTHETICS OF NATUREThe bear-paw poppy, Arctomecon califomica, is a wildflower found in an isolated corner of the Mojave Desert and nowhere else in the world.",neutral,93.5%,Into the Wild
Atlanta,33.7501275,-84.3885209,"In October 1990, more than three months after McCan-dless left Atlanta, a National Park Service ranger named Bud Walsh was sent into the backcountry of Lake Mead National Recreation Area to tally bear-paw poppies so that the federal government might better know just how scarce the plants were.",neutral,94.1%,Into the Wild
Lake Mead National Recreation Area,36.1550863,-114.4559303,"In October 1990, more than three months after McCan-dless left Atlanta, a National Park Service ranger named Bud Walsh was sent into the backcountry of Lake Mead National Recreation Area to tally bear-paw poppies so that the federal government might better know just how scarce the plants were.",neutral,94.1%,Into the Wild
Lake Mead,36.1435231,-114.4144415,"A. califomica grows only in gypsum soil of a sort that occurs in abundance along the south shore of Lake Mead, so that is where Walsh led his team of rangers to conduct the botanical survey.",neutral,100.0%,Into the Wild
Detrital Wash,36.0435946,-114.461918,"They turned off Temple Bar Road, drove two roadless miles down the bed of Detrital Wash, parked their rigs near the lakeshore, and started scrambling up the steep east bank of the wash, a slope of crumbly white gypsum.",neutral,100.0%,Into the Wild
Southwest,,,"Attempting to learn who owned the car, the rangers sent out a bulletin over the Teletype to relevant law-enforcement agencies and ran a detailed search of computer records across the Southwest to see if the Datsun s VIN was associated with any crimes.",neutral,100.0%,Into the Wild
Bullhead City,35.1359386,-114.5285981,"Over the next three years the Park Service used the Datsun to make undercover drug buys that led to numerous arrests in the crime-plagued national recreation area, including the bust of a high-volume methamphetamine dealer operating out of a trailer park near Bullhead City.",neutral,93.4%,Into the Wild
Atlanta,33.7501275,-84.3885209,"After piloting it west out of Atlanta, he’d arrived in Lake Mead National Recreation Area on July 6, riding a giddy Emersonian high.",neutral,92.9%,Into the Wild
Lake Mead National Recreation Area,36.1550863,-114.4559303,"After piloting it west out of Atlanta, he’d arrived in Lake Mead National Recreation Area on July 6, riding a giddy Emersonian high.",neutral,92.9%,Into the Wild
Detrital Wash,36.0435946,-114.461918,Detrital Wash extends for some fifty miles from Lake Mead into the mountains north of Kingman; it drains a big chunk of country.,neutral,93.3%,Into the Wild
Lake Mead,36.1435231,-114.4144415,Detrital Wash extends for some fifty miles from Lake Mead into the mountains north of Kingman; it drains a big chunk of country.,neutral,93.3%,Into the Wild
Kingman,35.1912977,-114.0522845,Detrital Wash extends for some fifty miles from Lake Mead into the mountains north of Kingman; it drains a big chunk of country.,neutral,93.3%,Into the Wild
the Mojave,35.01099110000001,-115.4733551,"Frequently the updrafts create cells of muscular, anvil-headed cumulonimbus clouds that can rise thirty thousand feet or more above the Mojave.",neutral,90.5%,Into the Wild
Lake Mead,36.1435231,-114.4144415,"Two days after McCandless set up camp beside Lake Mead, an unusually robust wall of thunderheads reared up in the afternoon sky, and it began to rain, very hard, over much of the Detrital Valley.",neutral,88.3%,Into the Wild
the Detrital Valley,36.0522055,-114.4705295,"Two days after McCandless set up camp beside Lake Mead, an unusually robust wall of thunderheads reared up in the afternoon sky, and it began to rain, very hard, over much of the Detrital Valley.",neutral,88.3%,Into the Wild
Virginia,37.4315734,-78.6568942,"He concealed the car as best he could beneath a brown tarp, stripped it of its Virginia plates, and hid them.",neutral,76.3%,Into the Wild
Alaska,63.588753,-154.4930619,We know all of this because McCandless documented the burning of his money and most of the events that followed in a journal-snapshot album he would later leave with Wayne West-erberg for safekeeping before departing for Alaska.,neutral,90.4%,Into the Wild
Lake Mead,36.1435231,-114.4144415,"After loading his few remaining possessions into a backpack, McCandless set out on July 10 to hike around Lake Mead.",neutral,100.0%,Into the Wild
Callville Bay,36.1285021,-114.6994494,"Suffering from heat stroke, he managed to flag down some passing boaters, who gave him a lift to Callville Bay, a marina near the west end of the lake, where he stuck out his thumb and took to the road.",neutral,87.6%,Into the Wild
West,,,"McCandless tramped around the West for the next two months, spellbound by the scale and power of the landscape, thrilled by minor brushes with the law, savoring the intermittent company of other vagabonds he met along the way.",neutral,92.7%,Into the Wild
Lake Tahoe,39.0968493,-120.0323507,"Allowing his life to be shaped by circumstance, he hitched to Lake Tahoe, hiked into the Sierra Nevada, and spent a week walking north on the Pacific Crest Trail before exiting the mountains and returning to the pavement.",neutral,100.0%,Into the Wild
the Sierra Nevada,38.3708882,-119.5268829,"Allowing his life to be shaped by circumstance, he hitched to Lake Tahoe, hiked into the Sierra Nevada, and spent a week walking north on the Pacific Crest Trail before exiting the mountains and returning to the pavement.",neutral,100.0%,Into the Wild
California,36.778261,-119.4179324,"At the end of July, he accepted a ride from a man who called himself Crazy Ernie and offered McCandless a job on a ranch in northern California; photographs of the place show an un-painted, tumbledown house surrounded by goats and chickens, bedsprings, broken televisions, shopping carts, old appliances, and mounds and mounds of garbage.",neutral,86.3%,Into the Wild
Chico,,,"After working there eleven days with six other vagabonds, it became clear to McCandless that Ernie had no intention of ever paying him, so he stole a red ten-speed bicycle from the clutter in the yard, pedaled into Chico, and ditched the bike in a mall parking lot.",neutral,90.2%,Into the Wild
Red Bluff,40.1784886,-122.2358302,"Then he resumed a life of constant motion, riding his thumb north and west through Red Bluff, Weaverville, and Willow Creek.",neutral,100.0%,Into the Wild
Weaverville,35.6970547,-82.5606851,"Then he resumed a life of constant motion, riding his thumb north and west through Red Bluff, Weaverville, and Willow Creek.",neutral,100.0%,Into the Wild
Willow Creek,,,"Then he resumed a life of constant motion, riding his thumb north and west through Red Bluff, Weaverville, and Willow Creek.",neutral,100.0%,Into the Wild
Arcata,40.8665166,-124.0828396,"At Arcata, California, in the dripping redwood forests of the Pacific shore, McCandless turned right on U.S. Highway 101 and headed up the coast.",neutral,100.0%,Into the Wild
California,36.778261,-119.4179324,"At Arcata, California, in the dripping redwood forests of the Pacific shore, McCandless turned right on U.S. Highway 101 and headed up the coast.",neutral,100.0%,Into the Wild
Pacific,,,"At Arcata, California, in the dripping redwood forests of the Pacific shore, McCandless turned right on U.S. Highway 101 and headed up the coast.",neutral,100.0%,Into the Wild
Oregon,43.8041334,-120.5542012,"Sixty miles south of the Oregon line, near the town of Orick, a pair of drifters in an old van pulled over to consult their map when they noticed a boy crouching in the bushes off the side of the road.",neutral,100.0%,Into the Wild
Orick,41.2863689,-124.0597992,"Sixty miles south of the Oregon line, near the town of Orick, a pair of drifters in an old van pulled over to consult their map when they noticed a boy crouching in the bushes off the side of the road.",neutral,100.0%,Into the Wild
West,,,"“He was wearing long shorts and this really stupid hat,” says Jan Burres, a forty-one-year-old rubber tramp who was traveling around the West selling knick-knacks at flea markets and swap meets with her boyfriend, Bob.",neutral,89.9%,Into the Wild
Orick Beach,41.2863689,-124.0597992,"Alex took a ride from us up to Orick Beach, where we were staying, and camped with us for a week.",neutral,100.0%,Into the Wild
Orick,41.2863689,-124.0597992,"”From Orick , McCandless continued north up the coast.",neutral,100.0%,Into the Wild
Pistol River,42.27545231084263,-124.4058344410564,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
Coos Bay,43.3672213,-124.2131325,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
Seal Rock,44.4971754,-124.0826621,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
Manzanita,,,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
As-toria,46.1878841,-123.8312534,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
Hoquiam,46.97704299999999,-123.8839028,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
Humptulips,47.2328651,-123.9593406,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
Forks,47.950355,-124.3854867,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
Port Angeles,48.118146,-123.4307413,"He passed through Pistol River, Coos Bay, Seal Rock, Manzanita, As-toria; Hoquiam, Humptulips, Queets; Forks, Port Angeles, Port Townsend, Seattle.",neutral,100.0%,Into the Wild
